ID,Rank,Sales
440044,1,138951
382813,2,238803
421229,3,338678
429874,4,433075
237119,5,532671
394802,6,630463
242319,7,728421
326903,8,827107
379070,9,926670
410796,10,1026564
385141,11,1126333
386669,12,1222921
415377,13,1322200
321106,14,1421179
400839,15,1520798
376799,16,1620599
237172,17,1720148
420768,18,1819970
401526,19,1919185
236769,20,2019016
382548,21,2118899
422264,22,2218627
375063,23,2318558
420802,24,2418415
386629,25,2518165
420648,26,2616265
412118,27,2716035
425029,28,2816032
406973,29,2915532
431998,30,3015530
382387,31,3115167
378586,32,3214730
410331,33,3313902
384914,34,3413777
412005,35,3513683
439684,36,3613243
422327,37,3712974
379704,38,3812369
372643,39,3911989
438926,40,4011809
294913,41,4111635
377006,42,4211060
419672,43,4310724
405376,44,4410341
439104,45,4510172
291216,46,469819
394981,47,479384
393527,48,489330
408751,49,499204
379715,50,509167
407442,51,518445
439096,52,528232
438485,53,538176
436149,54,548009
407832,55,557925
404319,56,567739
383116,57,577596
245095,58,587419
404276,59,597416
440048,60,607384
395385,61,617332
383577,62,627261
391846,63,637238
440033,64,646936
423664,65,656918
434788,66,666832
400514,67,676707
424813,68,686668
420461,69,696660
428047,70,706585
401274,71,716495
438451,72,726382
400192,73,736334
388997,74,746257
438565,75,756179
431109,76,766087
439036,77,776070
419211,78,785929
419882,79,795648
410156,80,805646
399171,81,815516
409994,82,825188
434602,83,835092
438970,84,845057
386544,85,854962
424975,86,864932
436253,87,874913
440057,88,884903
426223,89,894846
383535,90,904784
425017,91,914784
439928,92,924719
438589,93,934585
401363,94,944576
437052,95,954572
407799,96,964560
432118,97,974513
384535,98,984452
423542,99,994435
439576,100,1004433
434197,101,1014384
416469,102,1024301
394608,103,1034262
426155,104,1044231
432110,105,1054141
425308,106,1064128
440261,107,1073994
422138,108,1083958
433898,109,1093933
384539,110,1103897
414226,111,1113890
367075,112,1123863
383301,113,1133814
402750,114,1143805
397676,115,1153786
360017,116,1163775
438419,117,1173734
379104,118,1183730
409966,119,1193719
407245,120,1203658
403784,121,1213629
438811,122,1223626
421307,123,1233605
405515,124,1243602
438869,125,1253581
386215,126,1263527
427037,127,1273435
397195,128,1283433
434597,129,1293433
403316,130,1303423
436396,131,1313422
399016,132,1323398
437972,133,1333380
316068,134,1343352
439451,135,1353324
394428,136,1363312
395736,137,1373310
438486,138,1383304
295597,139,1393238
420549,140,1403207
382962,141,1413192
430671,142,1423177
437968,143,1433175
436046,144,1443173
399267,145,1453147
436832,146,1463147
375752,147,1473145
386514,148,1483115
430697,149,1493110
422123,150,1503105
394049,151,1513063
439577,152,1523062
420685,153,1533058
379765,154,1543039
439918,155,1553034
435534,156,1563004
418710,157,1572999
426553,158,1582981
439970,159,1592977
437278,160,1602973
439553,161,1612956
375384,162,1622912
395971,163,1632906
438815,164,1642906
394670,165,1652897
419631,166,1662869
384603,167,1672856
421588,168,1682851
366467,169,1692841
414955,170,1702836
379502,171,1712814
420764,172,1722797
422126,173,1732769
407275,174,1742762
374623,175,1752761
398037,176,1762761
428140,177,1772751
439694,178,1782748
440277,179,1792747
417616,180,1802736
398874,181,1812712
400195,182,1822706
420846,183,1832692
377002,184,1842691
370848,185,1852687
373385,186,1862684
438461,187,1872681
438183,188,1882676
375065,189,1892671
375472,190,1902665
375582,191,1912657
420281,192,1922635
306936,193,1932623
424209,194,1942620
376844,195,1952596
437814,196,1962592
413117,197,1972576
409383,198,1982575
421549,199,1992571
363904,200,2002569
440044,1,138951
382813,2,238803
421229,3,338678
429874,4,433075
237119,5,532671
394802,6,630463
242319,7,728421
379070,8,826670
410796,9,926564
386669,10,1022921
415377,11,1122200
400839,12,1220798
376799,13,1320599
237172,14,1420148
420768,15,1519970
236769,16,1619016
422264,17,1718627
375063,18,1818558
420802,19,1918415
420648,20,2016265
412118,21,2116035
425029,22,2216032
431998,23,2315530
410331,24,2413902
384914,25,2513777
412005,26,2613683
439684,27,2713243
422327,28,2812974
379704,29,2912369
294913,30,3011635
377006,31,3111060
419672,32,3210724
439104,33,3310172
291216,34,349819
394981,35,359384
408751,36,369204
379715,37,379167
439096,38,388232
407832,39,397925
383116,40,407596
245095,41,417419
404276,42,427416
440048,43,437384
395385,44,447332
383577,45,457261
391846,46,467238
423664,47,476918
424813,48,486668
420461,49,496660
400514,50,506623
428047,51,516585
400192,52,526334
438565,53,536179
431109,54,546087
419211,55,555929
419882,56,565648
410156,57,575646
399171,58,585516
409994,59,595188
434602,60,605092
438970,61,615057
386544,62,624962
424975,63,634932
440057,64,644903
426223,65,654846
383535,66,664784
425017,67,674784
401363,68,684576
407799,69,694560
432118,70,704513
384535,71,714452
423542,72,724435
434197,73,734384
416469,74,744301
432110,75,754141
425308,76,764128
440261,77,773994
422138,78,783958
433898,79,793933
384539,80,803897
414226,81,813890
383301,82,823814
402750,83,833805
360017,84,843775
438419,85,853734
379104,86,863730
409966,87,873719
403784,88,883629
421307,89,893605
386215,90,903527
427037,91,913435
434597,92,923433
403316,93,933423
436396,94,943422
399016,95,953398
420549,96,963207
382962,97,973192
399267,98,983147
436832,99,993147
375752,100,1003145
386514,101,1013115
422123,102,1023105
394049,103,1033063
420685,104,1043058
379765,105,1053039
418710,106,1062999
426553,107,1072981
375384,108,1082912
395971,109,1092906
394670,110,1102897
379502,111,1112814
420764,112,1122797
422126,113,1132769
398874,114,1142712
400195,115,1152706
420846,116,1162692
377002,117,1172691
438183,118,1182676
375065,119,1192671
375472,120,1202665
375582,121,1212657
420281,122,1222635
424209,123,1232620
376844,124,1242596
437814,125,1252592
413117,126,1262576
409383,127,1272575
421549,128,1282571
435710,129,1292550
384543,130,1302513
377971,131,1312508
394861,132,1322508
426595,133,1332505
399143,134,1342476
438890,135,1352443
409296,136,1362408
424528,137,1372398
236860,138,1382392
408395,139,1392333
437717,140,1402303
415736,141,1412294
423488,142,1422294
392585,143,1432289
434501,144,1442275
