ID,Rank,Sales
382813,1,138604
394802,2,230093
401526,3,319050
382548,4,418892
386629,5,518113
382387,6,615149
412118,7,714707
379704,8,811517
447147,9,99616
393527,10,108016
407442,11,117017
404319,12,126622
447881,13,136100
447053,14,145805
447846,15,155652
420768,16,165352
428047,17,174930
410796,18,184848
448079,19,194631
388997,20,204480
421229,21,214476
386544,22,224274
291216,23,234238
375063,24,244216
447080,25,254066
400192,26,263961
447084,27,273865
436149,28,283723
391846,29,293718
420648,30,303668
440380,31,313439
447150,32,323408
431998,33,333309
441650,34,343274
400514,35,353235
447573,36,363014
448091,37,372966
405376,38,382929
441775,39,392893
419882,40,402887
386669,41,412835
446694,42,422746
446997,43,432717
422264,44,442708
440044,45,452698
446134,46,462658
445737,47,472548
434197,48,482476
413117,49,492451
387426,50,502450
419672,51,512428
407832,52,522402
447637,53,532392
446332,54,542383
377006,55,552319
400195,56,562315
408751,57,572274
448101,58,582239
328545,59,592180
447831,60,602147
447140,61,612118
447381,62,622117
446689,63,632095
295597,64,642090
447863,65,652017
444617,66,662013
447874,67,672009
441990,68,681999
443838,69,691963
429874,70,701902
447975,71,711888
426155,72,721835
447872,73,731771
447807,74,741708
363904,75,751685
426553,76,761671
422327,77,771670
448036,78,781648
381338,79,791642
445783,80,801624
294913,81,811615
420846,82,821586
407275,83,831551
439684,84,841544
441319,85,851514
440033,86,861513
418710,87,871508
447421,88,881501
401274,89,891492
446127,90,901477
447880,91,911458
446593,92,921450
446280,93,931440
360017,94,941432
434597,95,951407
402750,96,961402
364968,97,971397
446967,98,981395
447876,99,991391
445476,100,1001381
422138,101,1011362
447625,102,1021355
318634,103,1031338
416469,104,1041306
431109,105,1051296
437972,106,1061288
415736,107,1071267
381633,108,1081263
446777,109,1091259
420685,110,1101257
441750,111,1111247
440557,112,1121236
443844,113,1131233
430697,114,1141221
375384,115,1151217
412740,116,1161217
405515,117,1171215
327373,118,1181214
435710,119,1191198
395385,120,1201196
380433,121,1211191
364170,122,1221177
438869,123,1231177
441104,124,1241176
445669,125,1251165
417891,126,1261155
421480,127,1271153
447081,128,1281144
382962,129,1291124
407799,130,1301124
426595,131,1311109
445479,132,1321109
443403,133,1331105
420281,134,1341098
406809,135,1351088
394255,136,1361080
447463,137,1371074
446427,138,1381067
446979,139,1391055
245095,140,1401051
413109,141,1411048
434788,142,1421040
391912,143,1431039
439096,144,1441024
372769,145,1451015
447254,146,1461013
397676,147,1471010
436253,148,1481007
447152,149,1491006
421307,150,150986
433420,151,151978
434117,152,152978
438482,153,153974
370848,154,154971
443840,155,155962
444311,156,156956
446281,157,157955
420802,158,158951
447132,159,159950
385141,160,160936
389824,161,161934
424528,162,162932
384914,163,163926
441510,164,164925
448069,165,165912
375582,166,166911
444622,167,167908
447636,168,168902
412313,169,169881
383829,170,170880
373830,171,171878
425454,172,172878
443478,173,173878
383577,174,174874
420549,175,175872
425785,176,176868
442067,177,177867
447861,178,178866
382778,179,179864
384603,180,180864
405108,181,181864
417134,182,182863
392585,183,183860
445537,184,184858
375472,185,185857
447973,186,186844
445911,187,187836
442575,188,188830
378140,189,189822
428187,190,190819
439104,191,191819
424632,192,192810
395971,193,193809
420679,194,194804
401363,195,195801
423488,196,196800
445050,197,197798
378751,198,198797
427037,199,199795
420908,200,200794
382813,1,138604
394802,2,230093
412118,3,314707
379704,4,411517
447053,5,55805
420768,6,65352
428047,7,74930
410796,8,84848
421229,9,94476
386544,10,104274
291216,11,114238
375063,12,124216
400192,13,133961
391846,14,143718
420648,15,153668
440380,16,163439
431998,17,173309
400514,18,183185
447573,19,193014
441775,20,202893
419882,21,212887
386669,22,222835
446694,23,232746
422264,24,242708
440044,25,252698
434197,26,262476
413117,27,272451
419672,28,282428
407832,29,292402
447637,30,302392
446332,31,312383
377006,32,322319
400195,33,332315
408751,34,342274
328545,35,352180
447140,36,362118
446689,37,372095
444617,38,382013
441990,39,391999
429874,40,401902
447975,41,411888
426553,42,421671
422327,43,431670
448036,44,441648
381338,45,451642
445783,46,461624
294913,47,471615
420846,48,481586
439684,49,491544
418710,50,501508
447421,51,511501
360017,52,521432
434597,53,531407
402750,54,541402
445476,55,551381
422138,56,561362
416469,57,571306
431109,58,581296
415736,59,591267
420685,60,601257
441750,61,611247
375384,62,621217
327373,63,631214
435710,64,641198
395385,65,651196
417891,66,661155
382962,67,671124
407799,68,681124
426595,69,691109
445479,70,701109
420281,71,711098
394255,72,721080
446979,73,731055
245095,74,741051
413109,75,751048
439096,76,761024
372769,77,771015
421307,78,78986
433420,79,79978
434117,80,80978
420802,81,81951
447132,82,82950
424528,83,83932
384914,84,84926
375582,85,85911
383829,86,86880
373830,87,87878
443478,88,88878
383577,89,89874
420549,90,90872
382778,91,91864
405108,92,92864
417134,93,93863
392585,94,94860
375472,95,95857
447973,96,96844
445911,97,97836
439104,98,98819
424632,99,99810
395971,100,100809
420679,101,101804
401363,102,102801
423488,103,103800
427037,104,104795
420908,105,105794
447478,106,106790
440048,107,107783
411821,108,108771
420922,109,109768
383301,110,110750
394981,111,111750
373590,112,112746
410331,113,113736
446573,114,114733
401313,115,115720
429014,116,116719
407239,117,117712
377002,118,118708
427850,119,119701
446213,120,120699
440441,121,121695
437401,122,122691
445776,123,123684
444752,124,124673
375168,125,125668
425029,126,126663
423468,127,127662
420695,128,128660
432221,129,129659
420450,130,130648
444017,131,131644
401830,132,132634
318088,133,133626
375752,134,134626
433775,135,135626
422431,136,136624
352387,137,137623
434095,138,138623
375178,139,139622
427009,140,140613
375261,141,141612
422732,142,142612
355975,143,143610
397631,144,144608
446274,145,145606
408184,146,146605
421916,147,147605
379715,148,148604
419561,149,149601
423504,150,150600
401409,151,151599
338299,152,152591
422126,153,153590
445582,154,154590
409383,155,155587
438565,156,156586
373796,157,157583
421462,158,158583
442456,159,159583
382123,160,160568
423913,161,161566
376606,162,162564
434602,163,163561
404276,164,164560
445548,165,165558
447082,166,166558
386215,167,167557
398568,168,168556
399143,169,169555
426535,170,170555
424801,171,171543
427925,172,172543
419241,173,173534
365914,174,174533
379836,175,175532
445523,176,176532
420978,177,177528
445641,178,178527
412753,179,179526
426891,180,180524
447429,181,181524
414088,182,182521
375057,183,183518
429002,184,184515
381081,185,185512
372486,186,186510
423542,187,187507
443353,188,188502
426885,189,189500
372024,190,190497
431833,191,191496
334246,192,192493
443074,193,193493
423503,194,194492
446585,195,195492
399159,196,196488
383531,197,197487
430717,198,198484
401065,199,199476
